Finish	Finish (group)	Item Number	Model	Week ID	Week Number ID	In-Stock %	Inventory On Hand ($)	Item Number ID	Number of Records	Sales ($)
black	Finish Group	12346	3089	10-02-2017	1	0.977743973	1942.883	308964	1	2114.45
black	Finish Group	12346	3089	17-02-2017	2	0.982360245	1992.873	308964	1	2291.19
black	Finish Group	12346	3089	24-02-2017	3	0.988213019	2032.016	308964	1	2287.63
black	Finish Group	12346	3089	03-03-2017	4	0.990438722	2033.281	308964	1	2305.83
black	Finish Group	12346	3089	10-03-2017	5	0.992004957	2014.838	308964	1	2083.02
black	Finish Group	12346	3089	17-03-2017	6	0.993733992	2008.995	308964	1	2064.94
black	Finish Group	12346	3089	24-03-2017	7	0.994147744	2017.397	308964	1	2738.17
black	Finish Group	12346	3089	31-03-2017	8	0.995549595	2017.648	308964	1	2306.2
black	Finish Group	12346	3089	07-04-2017	9	0.994890127	2023.728	308964	1	2200.49
black	Finish Group	12346	3089	14-04-2017	10	0.994065793	2042.722	308964	1	2540.89
black	Finish Group	12346	3089	21-04-2017	11	0.992252257	2136.738	308964	1	2250.71
black	Finish Group	12346	3089	28-04-2017	12	0.995549595	2149.962	308964	1	2032.16
black	Finish Group	12346	3089	05-05-2017	13	0.993159025	2151.427	308964	1	2136.69
black	Finish Group	12346	3089	12-05-2017	14	0.992829291	2190.669	308964	1	2065.89
black	Finish Group	12346	3089	19-05-2017	15	0.992334691	2176.048	308964	1	2031.57
black	Finish Group	12346	3089	26-05-2017	16	0.993736059	2176.215	308964	1	2127.52
black	Finish Group	12346	3089	02-06-2017	17	0.995796895	2154.25	308964	1	2057.64
black	Finish Group	12346	3089	09-06-2017	18	0.995467161	2126.877	308964	1	2349.7
black	Finish Group	12346	3089	16-06-2017	19	0.993736059	2104.936	308964	1	1918.52
black	Finish Group	12346	3089	23-06-2017	20	0.992420873	2076.531	308964	1	2150.62
black	Finish Group	12346	3089	30-06-2017	21	0.994398759	2049.483	308964	1	1899.18
black	Finish Group	12346	3089	07-07-2017	22	0.996046151	2021.566	308964	1	2199.41
black	Finish Group	12346	3089	14-07-2017	23	0.994313093	1991.015	308964	1	2005.67
black	Finish Group	12346	3089	21-07-2017	24	0.991345489	1960.662	308964	1	2130.58
black	Finish Group	12346	3089	28-07-2017	25	0.989944121	1945.188	308964	1	1726.17
black	Finish Group	12346	3089	04-08-2017	26	0.989779254	1928.155	308964	1	1723.79
black	Finish Group	12346	3089	11-08-2017	27	0.987635985	1894.438	308964	1	2051.16
black	Finish Group	12346	3089	18-08-2017	28	0.989531954	1871.704	308964	1	2070.01
black	Finish Group	12346	3089	25-08-2017	29	0.980134542	1784.062	308964	1	2091.04
black	Finish Group	12346	3089	01-09-2017	30	0.979145341	1833.39	308964	1	1967.72
black	Finish Group	12346	3089	08-09-2017	31	0.984256214	1800.672	308964	1	2152.76
black	Finish Group	12346	3089	15-09-2017	32	0.983596746	1790.145	308964	1	2011.69
black	Finish Group	12346	3089	22-09-2017	33	0.982937279	1774.188	308964	1	2024.89
black	Finish Group	12346	3089	29-09-2017	34	0.977586496	1757.495	308964	1	2054.05
black	Finish Group	12346	3089	06-10-2017	35	0.977432843	1741.045	308964	1	2500.35
black	Finish Group	12346	3089	13-10-2017	36	0.974970123	1732.968	308964	1	2082.27
black	Finish Group	12346	3089	20-10-2017	37	0.973323355	1726.337	308964	1	1876.02
black	Finish Group	12346	3089	27-10-2017	38	0.972170617	1707.755	308964	1	2009.16
black	Finish Group	12346	3089	03-11-2017	39	0.971017879	1700.038	308964	1	2364.35
black	Finish Group	12346	3089	10-11-2017	40	0.969865142	1713.316	308964	1	1725.87
black	Finish Group	12346	3089	17-11-2017	41	0.96617384	1716.091	308964	1	2156.11
black	Finish Group	12346	3089	24-11-2017	42	0.967907517	1719.759	308964	1	2163.77
black	Finish Group	12346	3089	01-12-2017	43	0.974079341	1713.082	308964	1	2083.87
black	Finish Group	12346	3089	08-12-2017	44	0.976888646	1696.335	308964	1	2229.62
black	Finish Group	12346	3089	15-12-2017	45	0.972284905	1694.455	308964	1	2349.23
black	Finish Group	12346	3089	22-12-2017	46	0.96711708	1675.244	308964	1	2266.24
black	Finish Group	12346	3089	29-12-2017	47	0.963177064	1687.732	308964	1	1655.99
black	Finish Group	12346	3089	05-01-2018	48	0.96704029	1673.4	308964	1	1552.63
black	Finish Group	12346	3089	12-01-2018	49	0.96704029	1682.384	308964	1	1929
black	Finish Group	12346	3089	19-01-2018	50	0.963849492	1691.886	308964	1	1834.33
black	Finish Group	12346	3089	26-01-2018	51	0.962787495	1687.159	308964	1	1603.49
black	Finish Group	12346	3089	02-02-2018	52	0.959994428	1668.489	308964	1	2010.84
black	Finish Group	12346	3089	09-02-2018	1	0.956051275	1688.012	308964	1	1589.66
black	Finish Group	12346	3089	16-02-2018	2	0.956304901	1697.801	308964	1	1717.4
black	Finish Group	12346	3089	23-02-2018	3	0.956101763	1695.108	308964	1	1765.37
black	Finish Group	12346	3089	02-03-2018	4	0.955445326	1701.02	308964	1	1883.12
black	Finish Group	12346	3089	09-03-2018	5	0.955527381	1705.065	308964	1	1631.33
black	Finish Group	12346	3089	16-03-2018	6	0.957578747	1739.326	308964	1	1803.44
black	Finish Group	12346	3089	23-03-2018	7	0.965702157	1732.224	308964	1	1756.96
black	Finish Group	12346	3089	30-03-2018	8	0.969558725	1751.233	308964	1	1722.24
black	Finish Group	12346	3089	06-04-2018	9	0.969312561	1747.72	308964	1	1567.5
black	Finish Group	12346	3089	13-04-2018	10	0.97669748	1772.161	308964	1	1779.46
black	Finish Group	12346	3089	20-04-2018	11	0.979651447	1771.132	308964	1	1792.19
black	Finish Group	12346	3089	27-04-2018	12	0.977107753	1746.249	308964	1	1488.07
black	Finish Group	12346	3089	04-05-2018	13	0.975876933	1733.627	308964	1	1825.61
black	Finish Group	12346	3089	11-05-2018	14	0.970953654	1722.379	308964	1	1272.73
black	Finish Group	12346	3089	18-05-2018	15	0.968327906	1710.592	308964	1	1698.22
black	Finish Group	12346	3089	25-05-2018	16	0.965702157	1721.739	308964	1	1468.7
black	Finish Group	12346	3089	01-06-2018	17	0.974482004	1723.013	308964	1	1778.95
black	Finish Group	12346	3089	08-06-2018	18	0.979815556	1713.853	308964	1	1474.66
black	Finish Group	12346	3089	15-06-2018	19	0.972348583	1689.815	308964	1	1413.62
black	Finish Group	12346	3089	22-06-2018	20	0.967671469	1693.526	308964	1	1176.06
black	Finish Group	12346	3089	29-06-2018	21	0.964471337	1687.208	308964	1	1296.29
black	Finish Group	12346	3089	06-07-2018	22	0.967917632	1704.71	308964	1	1201.72
black	Finish Group	12346	3089	13-07-2018	23	0.973907622	1738.275	308964	1	1296.8
black	Finish Group	12346	3089	20-07-2018	24	0.978010354	1739.358	308964	1	1187.41
black	Finish Group	12346	3089	27-07-2018	25	0.979897611	1735.376	308964	1	1584.88
black	Finish Group	12346	3089	03-08-2018	26	0.976779535	1730.123	308964	1	1616.43
black	Finish Group	12346	3089	10-02-2017	1	0.979227774	1963.035	308965	1	3144.85
black	Finish Group	12346	3089	17-02-2017	2	0.988295452	2008.591	308965	1	3595.05
black	Finish Group	12346	3089	24-02-2017	3	0.988872486	2069.526	308965	1	3633.01
black	Finish Group	12346	3089	03-03-2017	4	0.992004957	2095.606	308965	1	3021.43
black	Finish Group	12346	3089	10-03-2017	5	0.989779254	2031.415	308965	1	4049.41
black	Finish Group	12346	3089	17-03-2017	6	0.991098189	2002.627	308965	1	3540.86
black	Finish Group	12346	3089	24-03-2017	7	0.99538701	1984.138	308965	1	3403.85
black	Finish Group	12346	3089	31-03-2017	8	0.994069216	1976.518	308965	1	3884.36
black	Finish Group	12346	3089	07-04-2017	9	0.989785149	1956.879	308965	1	3689.83
black	Finish Group	12346	3089	14-04-2017	10	0.991680025	1934.025	308965	1	3681.53
black	Finish Group	12346	3089	21-04-2017	11	0.991515253	2064.215	308965	1	3273.47
black	Finish Group	12346	3089	28-04-2017	12	0.992009568	2080.583	308965	1	3155.59
black	Finish Group	12346	3089	05-05-2017	13	0.994316373	2061.199	308965	1	3412.91
black	Finish Group	12346	3089	12-05-2017	14	0.992009568	2138.249	308965	1	3201.16
black	Finish Group	12346	3089	19-05-2017	15	0.990279464	2118.965	308965	1	3001.18
black	Finish Group	12346	3089	26-05-2017	16	0.99036185	2091.981	308965	1	3287.53
black	Finish Group	12346	3089	02-06-2017	17	0.993327742	2052.293	308965	1	3186.01
black	Finish Group	12346	3089	09-06-2017	18	0.991268095	2009.574	308965	1	3344.93
black	Finish Group	12346	3089	16-06-2017	19	0.986407327	1961.002	308965	1	2973.74
black	Finish Group	12346	3089	23-06-2017	20	0.98921378	1910.3	308965	1	2926.88
black	Finish Group	12346	3089	30-06-2017	21	0.991602482	1890.569	308965	1	2814.17
black	Finish Group	12346	3089	07-07-2017	22	0.994977943	1844.168	308965	1	2823.39
black	Finish Group	12346	3089	14-07-2017	23	0.994563531	1796.126	308965	1	2644.38
black	Finish Group	12346	3089	21-07-2017	24	0.991020937	1759.694	308965	1	2593.45
black	Finish Group	12346	3089	28-07-2017	25	0.991268095	1727.99	308965	1	2511.08
black	Finish Group	12346	3089	04-08-2017	26	0.986819257	1688.972	308965	1	2889.45
black	Finish Group	12346	3089	11-08-2017	27	0.983276663	1660.92	308965	1	2942.73
black	Finish Group	12346	3089	18-08-2017	28	0.979404526	1631.5	308965	1	2801.56
black	Finish Group	12346	3089	25-08-2017	29	0.976438634	1607.909	308965	1	2918.01
black	Finish Group	12346	3089	01-09-2017	30	0.979157368	1663.598	308965	1	2641.09
black	Finish Group	12346	3089	08-09-2017	31	0.983606207	1623.881	308965	1	2974.26
black	Finish Group	12346	3089	15-09-2017	32	0.987478344	1618.642	308965	1	3082.93
black	Finish Group	12346	3089	22-09-2017	33	0.989043676	1606.928	308965	1	2786.77
black	Finish Group	12346	3089	29-09-2017	34	0.984522653	1589.628	308965	1	2753.39
black	Finish Group	12346	3089	06-10-2017	35	0.979099091	1572.997	308965	1	3245.45
black	Finish Group	12346	3089	13-10-2017	36	0.979181382	1574.867	308965	1	3315.51
black	Finish Group	12346	3089	20-10-2017	37	0.978358472	1577.524	308965	1	3179.05
black	Finish Group	12346	3089	27-10-2017	38	0.977864726	1557.782	308965	1	3231.03
black	Finish Group	12346	3089	03-11-2017	39	0.979675128	1540.084	308965	1	2804.46
black	Finish Group	12346	3089	10-11-2017	40	0.978687636	1534.838	308965	1	2656.87
black	Finish Group	12346	3089	17-11-2017	41	0.978038345	1536.656	308965	1	2651.62
black	Finish Group	12346	3089	24-11-2017	42	0.982901362	1535.831	308965	1	2847.94
black	Finish Group	12346	3089	01-12-2017	43	0.985947746	1489.012	308965	1	3124.25
black	Finish Group	12346	3089	08-12-2017	44	0.985216606	1477.298	308965	1	2609.31
black	Finish Group	12346	3089	15-12-2017	45	0.97865453	1466.003	308965	1	2341.66
black	Finish Group	12346	3089	22-12-2017	46	0.973317913	1437.359	308965	1	2671.87
black	Finish Group	12346	3089	29-12-2017	47	0.972414793	1441.069	308965	1	1972.38
black	Finish Group	12346	3089	05-01-2018	48	0.969869637	1414.595	308965	1	1822.84
black	Finish Group	12346	3089	12-01-2018	49	0.971757979	1459.087	308965	1	2161.51
black	Finish Group	12346	3089	19-01-2018	50	0.973153709	1452.79	308965	1	2207.57
black	Finish Group	12346	3089	26-01-2018	51	0.969130721	1452.069	308965	1	2197.41
black	Finish Group	12346	3089	02-02-2018	52	0.966749768	1457.129	308965	1	1987.92
black	Finish Group	12346	3089	09-02-2018	1	0.975616764	1496.559	308965	1	2298.48
black	Finish Group	12346	3089	16-02-2018	2	0.976523738	1503.609	308965	1	2156.4
black	Finish Group	12346	3089	23-02-2018	3	0.979077065	1507.3	308965	1	2419.74
black	Finish Group	12346	3089	02-03-2018	4	0.978666791	1518.491	308965	1	2643.9
black	Finish Group	12346	3089	09-03-2018	5	0.974564059	1528.162	308965	1	2543.53
black	Finish Group	12346	3089	16-03-2018	6	0.977189808	1562.504	308965	1	2658.64
black	Finish Group	12346	3089	23-03-2018	7	0.978010354	1546.942	308965	1	2861.21
black	Finish Group	12346	3089	30-03-2018	8	0.974892278	1546.828	308965	1	2269.72
black	Finish Group	12346	3089	06-04-2018	9	0.973907622	1547.45	308965	1	1833.98
black	Finish Group	12346	3089	13-04-2018	10	0.983015688	1590.025	308965	1	2031.5
black	Finish Group	12346	3089	20-04-2018	11	0.985231163	1595.733	308965	1	2130.59
black	Finish Group	12346	3089	27-04-2018	12	0.98252336	1570.998	308965	1	2085.45
black	Finish Group	12346	3089	04-05-2018	13	0.98252336	1541.687	308965	1	2460.82
black	Finish Group	12346	3089	11-05-2018	14	0.979077065	1546.183	308965	1	2335.98
black	Finish Group	12346	3089	18-05-2018	15	0.975630769	1556.087	308965	1	2077.78
black	Finish Group	12346	3089	25-05-2018	16	0.970297217	1563.584	308965	1	2026.11
black	Finish Group	12346	3089	01-06-2018	17	0.975958988	1544.413	308965	1	2378.76
black	Finish Group	12346	3089	08-06-2018	18	0.973333239	1517.002	308965	1	2351.26
black	Finish Group	12346	3089	15-06-2018	19	0.972348583	1505.698	308965	1	1788.65
black	Finish Group	12346	3089	22-06-2018	20	0.97210242	1513.799	308965	1	1995.45
black	Finish Group	12346	3089	29-06-2018	21	0.969476671	1503.251	308965	1	2070.58
black	Finish Group	12346	3089	06-07-2018	22	0.971117764	1505.586	308965	1	1678.1
black	Finish Group	12346	3089	13-07-2018	23	0.971035709	1505.089	308965	1	1796.58
black	Finish Group	12346	3089	20-07-2018	24	0.964072856	1491.283	308965	1	1734.66
black	Finish Group	12346	3089	27-07-2018	25	0.960801394	1509.634	308965	1	1742.57
black	Finish Group	12346	3089	03-08-2018	26	0.959899311	1526.364	308965	1	1802.96
black	Finish Group	12346	3089	10-02-2017	1	0.987965718	2331.078	308966	1	1898.74
black	Finish Group	12346	3089	17-02-2017	2	0.993076591	2373.312	308966	1	2018.07
black	Finish Group	12346	3089	24-02-2017	3	0.98895492	2450.979	308966	1	2411.89
black	Finish Group	12346	3089	03-03-2017	4	0.989779254	2477.191	308966	1	2362.95
black	Finish Group	12346	3089	10-03-2017	5	0.991263056	2433.722	308966	1	2624.31
black	Finish Group	12346	3089	17-03-2017	6	0.992746858	2405.675	308966	1	2185.96
black	Finish Group	12346	3089	24-03-2017	7	0.995634188	2407.555	308966	1	2541.32
black	Finish Group	12346	3089	31-03-2017	8	0.99497546	2374.324	308966	1	2422.18
black	Finish Group	12346	3089	07-04-2017	9	0.990032307	2355.962	308966	1	2765.55
black	Finish Group	12346	3089	14-04-2017	10	0.993410128	2358.353	308966	1	2764.52
black	Finish Group	12346	3089	21-04-2017	11	0.992503884	2456.669	308966	1	2610.57
black	Finish Group	12346	3089	28-04-2017	12	0.994151601	2452.88	308966	1	2686.41
black	Finish Group	12346	3089	05-05-2017	13	0.989949921	2420.496	308966	1	2855.75
black	Finish Group	12346	3089	12-05-2017	14	0.989043676	2416.593	308966	1	2639.2
black	Finish Group	12346	3089	19-05-2017	15	0.990114693	2392.977	308966	1	2422
black	Finish Group	12346	3089	26-05-2017	16	0.990444236	2356.756	308966	1	2528.86
black	Finish Group	12346	3089	02-06-2017	17	0.996046477	2319.502	308966	1	2663.46
black	Finish Group	12346	3089	09-06-2017	18	0.99678795	2275.578	308966	1	2872.7
black	Finish Group	12346	3089	16-06-2017	19	0.993657286	2235.952	308966	1	2418.4
black	Finish Group	12346	3089	23-06-2017	20	0.990284267	2192.933	308966	1	2536.66
black	Finish Group	12346	3089	30-06-2017	21	0.991931836	2136.288	308966	1	2687.84
black	Finish Group	12346	3089	07-07-2017	22	0.995801395	2090.83	308966	1	2672.11
black	Finish Group	12346	3089	14-07-2017	23	0.99217434	2046.79	308966	1	2471.43
black	Finish Group	12346	3089	21-07-2017	24	0.989455605	2001.859	308966	1	2850.86
black	Finish Group	12346	3089	28-07-2017	25	0.983029506	1956.987	308966	1	2508.97
black	Finish Group	12346	3089	04-08-2017	26	0.979816456	1907.469	308966	1	2770.71
black	Finish Group	12346	3089	11-08-2017	27	0.974790916	1879.062	308966	1	2629.12
black	Finish Group	12346	3089	18-08-2017	28	0.973555128	1860.904	308966	1	2706.62
black	Finish Group	12346	3089	25-08-2017	29	0.968529588	1807.239	308966	1	2527.2
black	Finish Group	12346	3089	01-09-2017	30	0.969023903	1817.885	308966	1	2684.53
black	Finish Group	12346	3089	08-09-2017	31	0.975861933	1785.48	308966	1	2700.52
black	Finish Group	12346	3089	15-09-2017	32	0.975614775	1758.138	308966	1	2398.11
black	Finish Group	12346	3089	22-09-2017	33	0.970671621	1760.86	308966	1	2448.35
black	Finish Group	12346	3089	29-09-2017	34	0.967458571	1767.815	308966	1	2387.5
black	Finish Group	12346	3089	06-10-2017	35	0.968537364	1744.163	308966	1	3234.51
black	Finish Group	12346	3089	13-10-2017	36	0.964025039	1751.954	308966	1	2587.73
black	Finish Group	12346	3089	20-10-2017	37	0.960089874	1734.903	308966	1	2442.94
black	Finish Group	12346	3089	27-10-2017	38	0.958526346	1721.54	308966	1	2762.6
black	Finish Group	12346	3089	03-11-2017	39	0.958361764	1713.491	308966	1	2502.06
black	Finish Group	12346	3089	10-11-2017	40	0.960254456	1701.507	308966	1	2787.94
black	Finish Group	12346	3089	17-11-2017	41	0.957048643	1707.718	308966	1	2559.24
black	Finish Group	12346	3089	24-11-2017	42	0.964815206	1727.694	308966	1	2367.27
black	Finish Group	12346	3089	01-12-2017	43	0.968026645	1701.698	308966	1	2548.06
black	Finish Group	12346	3089	08-12-2017	44	0.969115506	1695.552	308966	1	2400.39
black	Finish Group	12346	3089	15-12-2017	45	0.966996074	1720.264	308966	1	2435.24
black	Finish Group	12346	3089	22-12-2017	46	0.964697223	1707.178	308966	1	2756.71
black	Finish Group	12346	3089	29-12-2017	47	0.965271936	1727.875	308966	1	1945.61
black	Finish Group	12346	3089	05-01-2018	48	0.968063397	1712.281	308966	1	2205.83
black	Finish Group	12346	3089	12-01-2018	49	0.970608553	1705.636	308966	1	3612.56
black	Finish Group	12346	3089	19-01-2018	50	0.969130721	1736.519	308966	1	2074.79
black	Finish Group	12346	3089	26-01-2018	51	0.970854859	1720.531	308966	1	2486.94
black	Finish Group	12346	3089	02-02-2018	52	0.964779325	1707.843	308966	1	2230.46
black	Finish Group	12346	3089	09-02-2018	1	0.97044435	1742.441	308966	1	2303.92
black	Finish Group	12346	3089	16-02-2018	2	0.977180445	1755.361	308966	1	2486.98
black	Finish Group	12346	3089	23-02-2018	3	0.978010354	1754.392	308966	1	2791.98
black	Finish Group	12346	3089	02-03-2018	4	0.975384605	1763.318	308966	1	2898.4
black	Finish Group	12346	3089	09-03-2018	5	0.971610092	1768.859	308966	1	3048.51
black	Finish Group	12346	3089	16-03-2018	6	0.974317895	1770.773	308966	1	2984.18
black	Finish Group	12346	3089	23-03-2018	7	0.977600081	1759.628	308966	1	2936.22
black	Finish Group	12346	3089	30-03-2018	8	0.976615425	1769.677	308966	1	2781.05
black	Finish Group	12346	3089	06-04-2018	9	0.967835578	1770.391	308966	1	2605.33
black	Finish Group	12346	3089	13-04-2018	10	0.97776419	1779.033	308966	1	2458.11
black	Finish Group	12346	3089	20-04-2018	11	0.979241174	1812.963	308966	1	2597.3
black	Finish Group	12346	3089	27-04-2018	12	0.981866923	1793.458	308966	1	2862.25
black	Finish Group	12346	3089	04-05-2018	13	0.984246508	1761.729	308966	1	2928.31
black	Finish Group	12346	3089	11-05-2018	14	0.979815556	1771.428	308966	1	2718.33
black	Finish Group	12346	3089	18-05-2018	15	0.974810223	1739.061	308966	1	2899.62
black	Finish Group	12346	3089	25-05-2018	16	0.969886944	1710.94	308966	1	3345.12
black	Finish Group	12346	3089	01-06-2018	17	0.970379272	1695.649	308966	1	3255.92
black	Finish Group	12346	3089	08-06-2018	18	0.969722835	1684.354	308966	1	2891.95
black	Finish Group	12346	3089	15-06-2018	19	0.959876277	1637.298	308966	1	2897.52
black	Finish Group	12346	3089	22-06-2018	20	0.947650134	1641.988	308966	1	2801.24
black	Finish Group	12346	3089	29-06-2018	21	0.944121784	1641.805	308966	1	2748.85
black	Finish Group	12346	3089	06-07-2018	22	0.954624779	1646.819	308966	1	2399.75
black	Finish Group	12346	3089	13-07-2018	23	0.961271206	1657.029	308966	1	2618.37
black	Finish Group	12346	3089	20-07-2018	24	0.960614769	1641.185	308966	1	2775.52
black	Finish Group	12346	3089	27-07-2018	25	0.957660801	1645.139	308966	1	2475.58
black	Finish Group	12346	3089	03-08-2018	26	0.954706834	1625.408	308966	1	2569.08
black	Finish Group	12346	3089	10-02-2017	1	0.985904883	2340.197	308967	1	2744.61
black	Finish Group	12346	3089	17-02-2017	2	0.985575149	2381.162	308967	1	2750.23
black	Finish Group	12346	3089	24-02-2017	3	0.98367918	2433.491	308967	1	2918.01
black	Finish Group	12346	3089	03-03-2017	4	0.985904883	2444.951	308967	1	3166.95
black	Finish Group	12346	3089	10-03-2017	5	0.98944952	2385.697	308967	1	3228.34
black	Finish Group	12346	3089	17-03-2017	6	0.987718418	2358.138	308967	1	2920.86
black	Finish Group	12346	3089	24-03-2017	7	0.991761732	2315.83	308967	1	3163.82
black	Finish Group	12346	3089	31-03-2017	8	0.991680025	2308.897	308967	1	3153.29
black	Finish Group	12346	3089	07-04-2017	9	0.986736871	2287.102	308967	1	3200.99
black	Finish Group	12346	3089	14-04-2017	10	0.982699962	2263.333	308967	1	3488.36
black	Finish Group	12346	3089	21-04-2017	11	0.985830626	2397.209	308967	1	2911.49
black	Finish Group	12346	3089	28-04-2017	12	0.989785149	2389.054	308967	1	3538.04
black	Finish Group	12346	3089	05-05-2017	13	0.989455605	2392.067	308967	1	3290.59
black	Finish Group	12346	3089	12-05-2017	14	0.987395958	2466.077	308967	1	3182.88
black	Finish Group	12346	3089	19-05-2017	15	0.987395958	2420.173	308967	1	3262.94
black	Finish Group	12346	3089	26-05-2017	16	0.985418696	2402.186	308967	1	3091.36
black	Finish Group	12346	3089	02-06-2017	17	0.990444236	2344.941	308967	1	3648.73
black	Finish Group	12346	3089	09-06-2017	18	0.991597639	2272.853	308967	1	3550.51
black	Finish Group	12346	3089	16-06-2017	19	0.990444236	2189.32	308967	1	3256.72
black	Finish Group	12346	3089	23-06-2017	20	0.987896257	2150.138	308967	1	2585.58
black	Finish Group	12346	3089	30-06-2017	21	0.992343528	2108.33	308967	1	2795.02
black	Finish Group	12346	3089	07-07-2017	22	0.995472014	2048.905	308967	1	2794.56
black	Finish Group	12346	3089	14-07-2017	23	0.993327742	2002.045	308967	1	2465.85
black	Finish Group	12346	3089	21-07-2017	24	0.989867535	1981.494	308967	1	2436.34
black	Finish Group	12346	3089	28-07-2017	25	0.986077784	1963.142	308967	1	2167.72
black	Finish Group	12346	3089	04-08-2017	26	0.98434768	1917.391	308967	1	2876.59
black	Finish Group	12346	3089	11-08-2017	27	0.983688593	1906.089	308967	1	2269.6
black	Finish Group	12346	3089	18-08-2017	28	0.982617576	1917.478	308967	1	2408.86
black	Finish Group	12346	3089	25-08-2017	29	0.980640315	1845.764	308967	1	2325.9
black	Finish Group	12346	3089	01-09-2017	30	0.981546559	1962.946	308967	1	2159.09
black	Finish Group	12346	3089	08-09-2017	31	0.985830626	1919.138	308967	1	2562.51
black	Finish Group	12346	3089	15-09-2017	32	0.985583468	1950.702	308967	1	2027.83
black	Finish Group	12346	3089	22-09-2017	33	0.98434768	1943.87	308967	1	2755.59
black	Finish Group	12346	3089	29-09-2017	34	0.98476463	1939.998	308967	1	2519.51
black	Finish Group	12346	3089	06-10-2017	35	0.98600347	1936.119	308967	1	2168
black	Finish Group	12346	3089	13-10-2017	36	0.987489682	1962.754	308967	1	2516.78
black	Finish Group	12346	3089	20-10-2017	37	0.987328189	1946.73	308967	1	2394.24
black	Finish Group	12346	3089	27-10-2017	38	0.98494175	1920.081	308967	1	2217.79
black	Finish Group	12346	3089	03-11-2017	39	0.983378222	1886.718	308967	1	2296.95
black	Finish Group	12346	3089	10-11-2017	40	0.980909492	1864.177	308967	1	2535
black	Finish Group	12346	3089	17-11-2017	41	0.979518973	1853.89	308967	1	2286.25
black	Finish Group	12346	3089	24-11-2017	42	0.981914844	1857.929	308967	1	2080.78
black	Finish Group	12346	3089	01-12-2017	43	0.986769573	1825.056	308967	1	1991.96
black	Finish Group	12346	3089	08-12-2017	44	0.98661291	1806.064	308967	1	2208.16
black	Finish Group	12346	3089	15-12-2017	45	0.982431213	1841.007	308967	1	2099.73
black	Finish Group	12346	3089	22-12-2017	46	0.98456586	1828.494	308967	1	2011.64
black	Finish Group	12346	3089	29-12-2017	47	0.987111016	1813.918	308967	1	1831.1
black	Finish Group	12346	3089	05-01-2018	48	0.988342544	1779.702	308967	1	1708.37
black	Finish Group	12346	3089	12-01-2018	49	0.98727522	1792.554	308967	1	2064.26
black	Finish Group	12346	3089	19-01-2018	50	0.982677519	1806.797	308967	1	1982.57
black	Finish Group	12346	3089	26-01-2018	51	0.982759621	1779.369	308967	1	2055.36
black	Finish Group	12346	3089	02-02-2018	52	0.98317013	1801.361	308967	1	1766.87
black	Finish Group	12346	3089	09-02-2018	1	0.982349112	1821.738	308967	1	2010.31
black	Finish Group	12346	3089	16-02-2018	2	0.985222675	1811.7	308967	1	2119.88
black	Finish Group	12346	3089	23-02-2018	3	0.978244021	1796.066	308967	1	2151.93
black	Finish Group	12346	3089	02-03-2018	4	0.979721854	1819.749	308967	1	2088.74
black	Finish Group	12346	3089	09-03-2018	5	0.978079818	1804.883	308967	1	2278.25
black	Finish Group	12346	3089	16-03-2018	6	0.975945171	1820.931	308967	1	2304.01
black	Finish Group	12346	3089	23-03-2018	7	0.978661538	1797.069	308967	1	2170.62
black	Finish Group	12346	3089	30-03-2018	8	0.977682136	1794.582	308967	1	2503.27
black	Finish Group	12346	3089	06-04-2018	9	0.97316913	1788.556	308967	1	2262.93
black	Finish Group	12346	3089	13-04-2018	10	0.981948977	1810.174	308967	1	2366.7
black	Finish Group	12346	3089	20-04-2018	11	0.981702813	1809.125	308967	1	2576.47
black	Finish Group	12346	3089	27-04-2018	12	0.979323229	1775.018	308967	1	2290.68
black	Finish Group	12346	3089	04-05-2018	13	0.974728168	1741.583	308967	1	2409.21
black	Finish Group	12346	3089	11-05-2018	14	0.971692146	1718.619	308967	1	2423.27
black	Finish Group	12346	3089	18-05-2018	15	0.960431178	1690.953	308967	1	2342.43
black	Finish Group	12346	3089	25-05-2018	16	0.95481904	1690.382	308967	1	2416.74
black	Finish Group	12346	3089	01-06-2018	17	0.956544169	1679.109	308967	1	2469.5
black	Finish Group	12346	3089	08-06-2018	18	0.960815918	1672.59	308967	1	2361.05
black	Finish Group	12346	3089	15-06-2018	19	0.959747981	1649.44	308967	1	2385.59
black	Finish Group	12346	3089	22-06-2018	20	0.956954914	1641.178	308967	1	2280.1
black	Finish Group	12346	3089	29-06-2018	21	0.949068609	1624.613	308967	1	2437.39
black	Finish Group	12346	3089	06-07-2018	22	0.948329267	1622.065	308967	1	2415.52
black	Finish Group	12346	3089	13-07-2018	23	0.952929613	1633.449	308967	1	2329.8
black	Finish Group	12346	3089	20-07-2018	24	0.951943824	1632.301	308967	1	2189.64
black	Finish Group	12346	3089	27-07-2018	25	0.953586805	1632.587	308967	1	2288.17
black	Finish Group	12346	3089	03-08-2018	26	0.952683165	1633.454	308967	1	2171.02
black	Finish Group	12346	3089	10-02-2017	1	0.983596746	1373.426	308968	1	2329.41
black	Finish Group	12346	3089	17-02-2017	2	0.985492715	1406.286	308968	1	2861.86
black	Finish Group	12346	3089	24-02-2017	3	0.988213019	1494.687	308968	1	2776.58
black	Finish Group	12346	3089	03-03-2017	4	0.988625186	1516.188	308968	1	3033.17
